"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy"
"Mar",4,"Friday","Honda","Urban","Tuesday","Apr",1,"Male","Married",27,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,617,15,400,1,"more than 30","more than 30","2 to 4","4 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Liability"
"Jan",1,"Tuesday","Honda","Urban","Friday","Jan",3,"Male","Single",39,"Policy Holder","Sport - Collision","Sport","more than 69000",0,276,11,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Mar",1,"Friday","Honda","Urban","Monday","Mar",2,"Female","Married",39,"Policy Holder","Sedan - Collision","Sedan","40000 to 59000",0,401,12,400,4,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",5,"Tuesday","Chevrolet","Urban","Friday","Mar",2,"Male","Married",49,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,545,9,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Mar",1,"Saturday","Mazda","Urban","Monday","Mar",3,"Male","Single",29,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,172,7,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Oct",5,"Sunday","Mazda","Urban","Monday","Oct",5,"Female","Married",47,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,622,9,400,2,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Feb",2,"Friday","Honda","Urban","Tuesday","Feb",3,"Female","Married",47,"Third Party","Sport - Collision","Sport","more than 69000",0,78,12,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Dec",3,"Friday","Dodge","Urban","Saturday","Dec",3,"Male","Married",28,"Policy Holder","Sedan - Liability","Sport","more than 69000",0,106,5,400,1,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","1 to 2","4 to 8 years","2 vehicles",1994,"Liability"
"Sep",5,"Thursday","Honda","Urban","Monday","Oct",1,"Female","Married",33,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,866,5,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",1,"Sunday","Chevrolet","Urban","Tuesday","Jan",1,"Female","Single",55,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,185,2,400,2,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Dec",4,"Friday","Mazda","Urban","Monday","Jan",2,"Male","Single",31,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,66,6,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Mar",1,"Friday","Chevrolet","Urban","Monday","Mar",1,"Female","Single",36,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,760,13,400,4,"more than 30","more than 30","more than 4","5 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"May",4,"Sunday","Mazda","Urban","Wednesday","May",4,"Male","Single",39,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,88,1,400,2,"more than 30","more than 30","2 to 4","4 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jul",2,"Friday","Mazda","Urban","Monday","Jul",2,"Male","Single",35,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,377,12,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Jun",4,"Monday","Pontiac","Urban","Tuesday","Jul",1,"Male","Married",32,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,142,3,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Mar",1,"Thursday","Honda","Urban","Friday","Mar",1,"Male","Married",40,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,110,16,400,4,"more than 30","more than 30","none","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Oct",1,"Tuesday","Accura","Urban","Monday","Apr",3,"Male","Married",33,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,736,14,400,3,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"Jan",3,"Wednesday","Pontiac","Urban","Thursday","Jan",3,"Male","Married",29,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,254,15,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Dec",5,"Wednesday","Pontiac","Urban","Wednesday","Jan",1,"Male","Single",43,"Policy Holder","Sedan - Collision","Sedan","40000 to 59000",1,298,1,400,4,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Aug",1,"Saturday","Ford","Urban","Wednesday","Aug",4,"Male","Married",33,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,76,9,400,4,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Mar",3,"Saturday","Honda","Urban","Thursday","Mar",4,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,349,6,400,2,"more than 30","more than 30","1","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Aug",2,"Monday","Honda","Urban","Tuesday","Aug",2,"Male","Married",52,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,684,10,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Mar",3,"Saturday","Honda","Urban","Wednesday","Jan",2,"Male","Single",0,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,283,10,400,2,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Nov",2,"Friday","Honda","Rural","Tuesday","Nov",3,"Female","Married",46,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,327,7,400,2,"more than 30","more than 30","none","7 years","41 to 50","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"Jun",5,"Friday","Mazda","Urban","Wednesday","Jul",1,"Female","Single",32,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,452,13,400,3,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","3 to 5","no change","3 to 4",1994,"All Perils"
"Apr",3,"Friday","Pontiac","Urban","Monday","Apr",3,"Male","Married",39,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,636,9,400,3,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Apr",1,"Saturday","Pontiac","Urban","Wednesday","Apr",1,"Male","Married",37,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,563,6,400,4,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Oct",3,"Saturday","Accura","Urban","Wednesday","Oct",4,"Male","Married",43,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,658,6,400,2,"more than 30","more than 30","1","more than 7","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Aug",2,"Thursday","Ford","Rural","Thursday","Aug",3,"Male","Married",45,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,820,10,400,1,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","External","more than 5","1 year","2 vehicles",1994,"Collision"
"Oct",3,"Friday","Ford","Urban","Friday","Oct",3,"Male","Married",53,"Policy Holder","Sedan - Collision","Sedan","more than 69000",0,134,12,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Feb",1,"Wednesday","Chevrolet","Urban","Wednesday","Feb",1,"Male","Married",53,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,524,14,400,3,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jan",3,"Tuesday","Honda","Urban","Monday","Jan",4,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,44,5,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Sep",2,"Tuesday","Pontiac","Urban","Tuesday","Sep",2,"Male","Married",54,"Third Party","Sedan - All Perils","Sedan","30000 to 39000",0,786,8,400,2,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"Dec",1,"Saturday","Pontiac","Rural","Wednesday","Dec",2,"Male","Married",65,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,646,2,400,2,"more than 30","more than 30","1","more than 7","51 to 65","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"Apr",2,"Saturday","Toyota","Urban","Wednesday","Apr",2,"Female","Married",42,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,699,16,400,4,"more than 30","more than 30","2 to 4","6 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1994,"Liability"
"Nov",3,"Tuesday","Mazda","Urban","Wednesday","Nov",3,"Male","Single",46,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,635,9,400,3,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Feb",4,"Friday","Chevrolet","Urban","Friday","Feb",4,"Male","Married",55,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,542,4,400,3,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jan",4,"Saturday","Dodge","Urban","Monday","Mar",1,"Male","Married",53,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,127,15,400,2,"more than 30","more than 30","none","more than 7","41 to 50","Yes","No","External","none","4 to 8 years","2 vehicles",1994,"Collision"
"Aug",3,"Wednesday","Mazda","Urban","Wednesday","Jan",3,"Female","Single",23,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,243,12,400,3,"more than 30","more than 30","more than 4","5 years","26 to 30","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Apr",2,"Friday","Chevrolet","Urban","Wednesday","Apr",2,"Male","Married",43,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,502,2,400,3,"more than 30","more than 30","none","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"Jun",4,"Tuesday","Pontiac","Urban","Wednesday","Jun",5,"Female","Single",30,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,755,13,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Jan",5,"Monday","Mazda","Urban","Wednesday","Feb",1,"Male","Married",26,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,371,14,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Nov",4,"Tuesday","Honda","Urban","Wednesday","Nov",4,"Male","Single",22,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,396,10,400,1,"more than 30","more than 30","1","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jul",2,"Tuesday","Honda","Urban","Tuesday","Jul",2,"Male","Single",31,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,343,4,400,1,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"Sep",2,"Friday","Mazda","Urban","Friday","Sep",3,"Male","Single",27,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,38,4,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"May",2,"Wednesday","Toyota","Urban","Tuesday","May",4,"Male","Married",49,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,675,13,400,1,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jul",2,"Wednesday","Pontiac","Urban","Wednesday","Jul",2,"Male","Married",30,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,613,16,500,1,"more than 30","more than 30","more than 4","6 years","31 to 35","No","No","External","1 to 2","2 to 3 years","1 vehicle",1994,"Liability"
"Nov",4,"Sunday","Pontiac","Urban","Thursday","Apr",2,"Male","Married",44,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,108,11,400,1,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"Jan",3,"Saturday","Honda","Urban","Monday","Jan",4,"Male","Married",33,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,299,14,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Jun",2,"Thursday","Mazda","Urban","Thursday","Jun",2,"Female","Single",33,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,816,11,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"Nov",2,"Friday","Toyota","Urban","Tuesday","Jan",1,"Male","Married",38,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",1,97,7,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Collision"
"Feb",2,"Thursday","Pontiac","Urban","Monday","Feb",3,"Male","Single",32,"Third Party","Sedan - Collision","Sedan","30000 to 39000",0,47,9,400,4,"more than 30","more than 30","none","6 years","31 to 35","No","No","Internal","none","no change","1 vehicle",1994,"Collision"
"Aug",4,"Friday","Honda","Urban","Monday","Aug",5,"Male","Married",41,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",0,883,7,400,4,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","1 to 2","4 to 8 years","2 vehicles",1994,"All Perils"
"Jan",3,"Thursday","Mazda","Urban","Friday","Jan",4,"Male","Single",37,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,82,6,400,2,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"Liability"
"Apr",1,"Thursday","Pontiac","Rural","Thursday","Apr",1,"Male","Married",48,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,610,3,400,2,"more than 30","more than 30","more than 4","7 years","41 to 50","No","No","External","none","4 to 8 years","2 vehicles",1994,"Collision"
"Dec",2,"Thursday","Toyota","Urban","Friday","Dec",2,"Male","Married",51,"Third Party","Sedan - Collision","Sedan","less than 20000",0,427,13,400,3,"more than 30","more than 30","1","more than 7","41 to 50","Yes","No","External","more than 5","no change","1 vehicle",1994,"Collision"
"Jun",1,"Friday","Toyota","Urban","Tuesday","Jun",2,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,329,12,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","3 to 4",1994,"Collision"
"Jul",1,"Tuesday","Chevrolet","Urban","Tuesday","Jul",1,"Male","Married",26,"Policy Holder","Sedan - Liability","Sport","40000 to 59000",0,379,8,400,3,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","none","4 to 8 years","2 vehicles",1994,"Liability"
"Apr",2,"Tuesday","Honda","Urban","Wednesday","Apr",2,"Male","Married",28,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,439,1,400,1,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
